_id,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
11368,101004142018,2022-01-20 09:24:00,,2022-01-20 11:10:53,ONTIME,Closed,Case Closed. Closed date : 2022-01-20 16:10:53.32 Case Resolved  made contact with the dog owner and observed his dog  a husky mix four month old puppy  which appeared to be in adequate condition and playful/well adjusted. The owner denied any form of abuse  and no signs of abuse were observed. I educated the owner regarding animal care. MS 107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,24 Colgate Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,24 Colgate Rd,2131.0,42.293659612948765,-71.12177073403716,0101000020E61000002B137A17CBC751C0AFE260A396254540,Constituent Call,Case Closed. Closed date : 2022-01-20 16:10:53.32 Case Resolved  made contact with the dog owner and observed his dog  a husky mix four month old puppy  which appeared to be in adequate condition and playful/well adjusted. The owner denied any form of abuse  and no signs of abuse were observed. I educated the owner regarding animal care. MS 107   Animal Generic Request
11414,101004142102,2022-01-20 10:09:00,,2022-01-20 11:09:54,ONTIME,Closed,Case Closed. Closed date : 2022-01-20 16:09:54.98 Case Resolved  picked the dog and transported it to the animal shelter. Munroe110   ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,616 Dorchester Ave  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0706,616 Dorchester Ave,2127.0,42.32877852040024,-71.05671250931175,0101000020E61000002831812DA1C351C0875F206A152A4540,Constituent Call,Case Closed. Closed date : 2022-01-20 16:09:54.98 Case Resolved  picked the dog and transported it to the animal shelter. Munroe110    Animal Found
11573,101004142346,2022-01-20 14:50:00,,2022-01-21 06:44:15,ONTIME,Closed,Case Closed. Closed date : 2022-01-21 11:44:15.213 Case Resolved Dog is here at the shelter and O is picking up now ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,52 Logan Way  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0707,52 Logan Way,2127.0,42.32812951846619,-71.05532050757837,0101000020E610000039B6065F8AC351C00F55E725002A4540,Constituent Call,Case Closed. Closed date : 2022-01-21 11:44:15.213 Case Resolved Dog is here at the shelter and O is picking up now  Animal Lost
12079,101004143204,2022-01-21 11:44:00,,2022-01-21 12:55:47,ONTIME,Closed,Case Closed. Closed date : 2022-01-21 17:55:47.417 Case Resolved Stern 5:38 PM (16 minutes ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No dog outside at this address  nor heard inside. No answer  posted notice regarding barking and licensing. MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,106 Old Ironsides Way  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,0202,106 Old Ironsides Way,2129.0,42.37964951838868,-71.05828039929948,0101000020E61000004D3FB6DDBAC351C0F4B5FC5A98304540,Constituent Call,Case Closed. Closed date : 2022-01-21 17:55:47.417 Case Resolved Stern 5:38 PM (16 minutes ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No dog outside at this address  nor heard inside. No answer  posted notice regarding barking and licensing. MS 107  Animal Generic Request
12168,101004143367,2022-01-21 16:19:00,,2022-01-22 05:07:30,ONTIME,Closed,Case Closed. Closed date : 2022-01-22 10:07:30.503 Case Resolved  Fabiano 7:28 AM (2 hours ago) to 311reply  alexis.trzcinski  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  AF Responded to the above location. The 3 Beagles were in the yard. They were in a dog house. The yard had lots of Feces.    I spoke to the owners mother. I asked her to let the dogs in & have the owner call me. I left a citation. ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,18 Morley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,0905,18 Morley St,2119.0,42.32921956765607,-71.09236058868217,0101000020E610000012F5623CE9C551C09E24E6DD232A4540,Constituent Call,Case Closed. Closed date : 2022-01-22 10:07:30.503 Case Resolved  Fabiano 7:28 AM (2 hours ago) to 311reply  alexis.trzcinski  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  AF Responded to the above location. The 3 Beagles were in the yard. They were in a dog house. The yard had lots of Feces.    I spoke to the owners mother. I asked her to let the dogs in & have the owner call me. I left a citation.  Animal Noise Disturbances
12346,101004143653,2022-01-22 06:15:00,,2022-01-22 07:32:07,ONTIME,Closed,Case Closed. Closed date : 2022-01-22 12:32:07.353 Case Resolved I spoke with the dog owner and she said she only let her dog out for 10-15 minutes . The dog was healthy and well taken care of. Munroe110   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,11 Huron Cir  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1611,11 Huron Cir,2124.0,42.2814895318982,-71.06233062745582,0101000020E6100000909D9939FDC351C0A6D556D907244540,Constituent Call,Case Closed. Closed date : 2022-01-22 12:32:07.353 Case Resolved I spoke with the dog owner and she said she only let her dog out for 10-15 minutes . The dog was healthy and well taken care of. Munroe110    Animal Generic Request
12511,101004143906,2022-01-22 11:19:00,,2022-01-22 12:04:06,ONTIME,Closed,Case Closed. Closed date : 2022-01-22 17:04:06.143 Case Resolved transported the dog to the animal shelter. Munroe110   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,30 Readville St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1819,30 Readville St,2136.0,42.24545966065398,-71.13408086355143,0101000020E610000043FEE6C794C851C0807FDF386B1F4540,Constituent Call,Case Closed. Closed date : 2022-01-22 17:04:06.143 Case Resolved transported the dog to the animal shelter. Munroe110    Animal Generic Request
12857,101004144470,2022-01-23 11:04:00,,2022-01-24 06:47:40,ONTIME,Closed,Case Closed. Closed date : 2022-01-24 11:47:40.317 Case Resolved Jones Sun  Jan 23  4:23 PM (19 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/23/22-Responded to the address in the complaint I was able to observe a black large dog in the yard it did not bark until somebody walked by . was not able to observe the dog for longer than five minutes due to a call. Suggest call or leave information so that Animal Karen Control can speak with them about this issue(Jones) ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,71 Mount Hope St  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,71 Mount Hope St,2131.0,42.28318960753075,-71.11647074584913,0101000020E61000003717B74174C751C0B1749B8E3F244540,Constituent Call,Case Closed. Closed date : 2022-01-24 11:47:40.317 Case Resolved Jones Sun  Jan 23  4:23 PM (19 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/23/22-Responded to the address in the complaint I was able to observe a black large dog in the yard it did not bark until somebody walked by . was not able to observe the dog for longer than five minutes due to a call. Suggest call or leave information so that Animal Karen Control can speak with them about this issue(Jones)  Animal Noise Disturbances
12920,101004144566,2022-01-23 14:04:00,,2022-01-24 08:21:02,ONTIME,Closed,Case Closed. Closed date : 2022-01-24 13:21:02.013 Case Resolved 1/24/22- followed up to this area where the dog was taken by coyote. At this time there was no coyote seen. Notice left for dog owner (Jones)  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,7 Corcoran Dr  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1816,7 Corcoran Dr,2136.0,42.25521960322068,-71.11088079540193,0101000020E61000005E80C3AB18C751C0C2903409AB204540,Constituent Call,Case Closed. Closed date : 2022-01-24 13:21:02.013 Case Resolved 1/24/22- followed up to this area where the dog was taken by coyote. At this time there was no coyote seen. Notice left for dog owner (Jones)   Animal Generic Request
13205,101004145041,2022-01-24 06:24:00,,2022-01-24 08:14:58,ONTIME,Closed,Case Closed. Closed date : 2022-01-24 13:14:58.44 Case Resolved Dog was returned to owner . Dog jump off first floor back porch and escaped  . IM/103 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,19 Bilodeau Rd  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1403,19 Bilodeau Rd,2121.0,42.3075995551577,-71.08139061207024,0101000020E6100000C242F88035C551C04FD5166C5F274540,Constituent Call,Case Closed. Closed date : 2022-01-24 13:14:58.44 Case Resolved Dog was returned to owner . Dog jump off first floor back porch and escaped  . IM/103  Animal Generic Request
13425,101004145411,2022-01-24 10:46:00,,2022-01-25 07:10:30,ONTIME,Closed,Case Closed. Closed date : 2022-01-25 12:10:30.537 Case Resolved Stern Mon  Jan 24  6:22 PM (17 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No violators/violations observed on scene  educated the constituent and suggested she put signs on her own property and to contact animal control if she knows where the dogs live. MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,73 Hunnewell Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2213,73 Hunnewell Ave,2135.0,42.35394966850151,-71.17161071139151,0101000020E610000078447EABFBCA51C06F5205394E2D4540,Constituent Call,Case Closed. Closed date : 2022-01-25 12:10:30.537 Case Resolved Stern Mon  Jan 24  6:22 PM (17 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No violators/violations observed on scene  educated the constituent and suggested she put signs on her own property and to contact animal control if she knows where the dogs live. MS 107  Animal Generic Request
13630,101004145732,2022-01-25 02:04:00,,2022-01-25 05:56:58,ONTIME,Closed,Case Closed. Closed date : 2022-01-25 10:56:58.133 Case Resolved Did not hear or see dog  unable to make contact with the dog owner  left a notice and my business card for the dog owner to call me   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,9 Page St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1406,9 Page St,2121.0,42.299669558440456,-71.08287063314792,0101000020E6100000D3CAA0C04DC551C0E48D74925B264540,Constituent Call,Case Closed. Closed date : 2022-01-25 10:56:58.133 Case Resolved Did not hear or see dog  unable to make contact with the dog owner  left a notice and my business card for the dog owner to call me    Animal Generic Request
13634,101004145740,2022-01-25 02:12:00,,2022-01-25 05:55:59,ONTIME,Closed,Case Closed. Closed date : 2022-01-25 10:55:59.55 Case Resolved Dog was picked up and transported to the shelter . IM/103 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,34 Winthrop St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0203,34 Winthrop St,2129.0,42.374292522452194,-71.06101941726213,0101000020E6100000F563FCBDE7C351C0E6883FD1E82F4540,Constituent Call,Case Closed. Closed date : 2022-01-25 10:55:59.55 Case Resolved Dog was picked up and transported to the shelter . IM/103  Animal Generic Request
13643,101004145752,2022-01-25 02:40:00,,2022-01-25 06:02:43,ONTIME,Closed,Case Closed. Closed date : 2022-01-25 11:02:43.22 Case Resolved Jones 9:06 AM (1 hour ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan   3 dogs off leash owners educated on leash law  apologized and leashed dogs (Jones) ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,75 W Rutland Sq  Roxbury  MA  02118,4,1C,7,D4,Roxbury,6,04,0404,75 W Rutland Sq,2118.0,42.34360675817561,-71.07974896566729,0101000020E610000093DB679B1AC551C04086664EFB2B4540,Constituent Call,Case Closed. Closed date : 2022-01-25 11:02:43.22 Case Resolved Jones 9:06 AM (1 hour ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan   3 dogs off leash owners educated on leash law  apologized and leashed dogs (Jones)  Animal Generic Request
13782,101004145995,2022-01-25 05:36:00,,2022-01-25 06:54:37,ONTIME,Closed,Case Closed. Closed date : 2022-01-25 11:54:37.017 Case Resolved Made contact with caller  dog was transported to Boston animal shelter (Jones)  ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,37 Meridian St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0104,37 Meridian St,2128.0,42.37104706377213,-71.03866898920295,0101000020E6100000BFFF7E8D79C251C0CD165E787E2F4540,Constituent Call,Case Closed. Closed date : 2022-01-25 11:54:37.017 Case Resolved Made contact with caller  dog was transported to Boston animal shelter (Jones)   Animal Found
14099,101004146543,2022-01-25 12:11:00,,2022-01-26 06:46:43,ONTIME,Closed,Case Closed. Closed date : 2022-01-26 11:46:43.973 Case Resolved  Stern Tue  Jan 25  6:42 PM (17 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No answer at apartment  no dog heard  posted notice regarding complaint and licensing. MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,15 Logan Way  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,07,0707,15 Logan Way,2127.0,42.327427093574535,-71.05319035861555,0101000020E6100000D8AD887867C351C00D5D8921E9294540,Constituent Call,Case Closed. Closed date : 2022-01-26 11:46:43.973 Case Resolved  Stern Tue  Jan 25  6:42 PM (17 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  No answer at apartment  no dog heard  posted notice regarding complaint and licensing. MS 107  Animal Generic Request
15185,101004148288,2022-01-27 07:24:00,,2022-01-28 09:49:49,ONTIME,Closed,Case Closed. Closed date : 2022-01-28 14:49:49.083 Case Resolved Stern Jan 27  2022  6:23 PM (20 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Feces was cleaned up upon arrival  spoke with constituent and advised her to contact animal control if she finds where dogs reside.  MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,11 Annapolis St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,11 Annapolis St,2125.0,42.31713952706271,-71.06138054602563,0101000020E61000009B72ABA8EDC351C06A802C0798284540,Constituent Call,Case Closed. Closed date : 2022-01-28 14:49:49.083 Case Resolved Stern Jan 27  2022  6:23 PM (20 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Feces was cleaned up upon arrival  spoke with constituent and advised her to contact animal control if she finds where dogs reside.  MS 107  Animal Generic Request
15913,101004149449,2022-01-28 08:07:00,,2022-01-28 09:29:58,ONTIME,Closed,Case Closed. Closed date : 2022-01-28 14:29:58.58 Case Resolved Issued a citation to the owner for licensing  vaccinations  feces accumulation  and dogs at large times two. Made contact with the constituent. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,24 Howes St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1308,24 Howes St,2125.0,42.31783952372909,-71.05837053743427,0101000020E61000002155C757BCC351C076E52BF7AE284540,Constituent Call,Case Closed. Closed date : 2022-01-28 14:29:58.58 Case Resolved Issued a citation to the owner for licensing  vaccinations  feces accumulation  and dogs at large times two. Made contact with the constituent. MS107  Animal Generic Request
16264,101004150005,2022-01-28 16:52:00,,2022-01-30 13:01:16,ONTIME,Closed,Case Closed. Closed date : 2022-01-30 18:01:16.08 Case Resolved Jones Sat  Jan 29  8:14 AM (1 day ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/28/22- met BP all dogs were removed from uhaul and transported to Boston Animal care and control shelter (Jones) ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,5 Toledo Ter  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1508,5 Toledo Ter,2122.0,42.301079530357896,-71.06230058408127,0101000020E6100000A6C996BBFCC351C0EC3028C689264540,Constituent Call,Case Closed. Closed date : 2022-01-30 18:01:16.08 Case Resolved Jones Sat  Jan 29  8:14 AM (1 day ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/28/22- met BP all dogs were removed from uhaul and transported to Boston Animal care and control shelter (Jones)  Animal Generic Request
16479,101004150362,2022-01-29 07:16:35,,2022-01-29 09:21:24,ONTIME,Closed,Case Closed. Closed date : 2022-01-29 14:21:24.433 Case Resolved Constituent states he found his dog.  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,386 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,386 Centre St,2130.0,42.32179770723004,-71.10958167089868,0101000020E61000000E30D76203C751C08B3DD2AA30294540,Constituent Call,Case Closed. Closed date : 2022-01-29 14:21:24.433 Case Resolved Constituent states he found his dog.   Animal Lost
16480,101004150366,2022-01-29 07:17:00,,2022-01-29 09:20:25,ONTIME,Closed,Case Closed. Closed date : 2022-01-29 14:20:25.87 Case Resolved Constituent states he found his dog.  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,386-386A Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,386-386A Centre St,2130.0,42.3218125304842,-71.10959774915628,0101000020E6100000DA1547A603C751C0B2EF2A2731294540,Constituent Call,Case Closed. Closed date : 2022-01-29 14:20:25.87 Case Resolved Constituent states he found his dog.   Animal Lost
16590,101004150665,2022-01-29 14:29:00,,2022-01-30 12:55:13,ONTIME,Closed,Case Closed. Closed date : 2022-01-30 17:55:13.95 Case Resolved Munroe Sat  Jan 29  8:26 PM (21 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Caller had the dog in his car and transported it to the Mspca. Munroe110  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,444 Norfolk St  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 14,1405,444 Norfolk St,2126.0,42.28075956679118,-71.08747068545121,0101000020E6100000C957A51E99C551C021B4F2EDEF234540,Constituent Call,Case Closed. Closed date : 2022-01-30 17:55:13.95 Case Resolved Munroe Sat  Jan 29  8:26 PM (21 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Caller had the dog in his car and transported it to the Mspca. Munroe110   Animal Generic Request
17323,101004152442,2022-01-30 08:43:00,,2022-01-30 13:05:30,ONTIME,Closed,Case Closed. Closed date : 2022-01-30 18:05:30.063 Case Resolved Responded to location unable to locate the dog ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,497 Gallivan Blvd  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1611,497 Gallivan Blvd,2124.0,42.28239952280537,-71.05611061155525,0101000020E6100000A865F65097C351C0736DE5AA25244540,Constituent Call,Case Closed. Closed date : 2022-01-30 18:05:30.063 Case Resolved Responded to location unable to locate the dog  Animal Generic Request
18009,101004153861,2022-01-30 17:14:00,,2022-02-01 09:02:06,ONTIME,Closed,Case Closed. Closed date : 2022-02-01 14:02:06.523 Case Resolved Conroy Mon  Jan 31  8:09 AM (1 day ago) to Mayor  Alexis  Stephen  Leon  Tanicia  Daniel  Anthony  Walter  Maryanne  Patricia  Bradley  Brittany  Michael  Emily  Catherine  Ian  Maia  Robyn  Keith  Sarah  An Animal Control officer was sent out to this address. No dog was observed at that time and left notice for the owner to call us. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,25 Hartford St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1304,25 Hartford St,2125.0,42.31664954333598,-71.07308057316125,0101000020E6100000D5EC235AADC451C0EF75E4F887284540,Constituent Call,Case Closed. Closed date : 2022-02-01 14:02:06.523 Case Resolved Conroy Mon  Jan 31  8:09 AM (1 day ago) to Mayor  Alexis  Stephen  Leon  Tanicia  Daniel  Anthony  Walter  Maryanne  Patricia  Bradley  Brittany  Michael  Emily  Catherine  Ian  Maia  Robyn  Keith  Sarah  An Animal Control officer was sent out to this address. No dog was observed at that time and left notice for the owner to call us.  Animal Generic Request
19317,101004156458,2022-01-31 10:25:00,,2022-02-03 07:54:38,ONTIME,Closed,Case Closed. Closed date : 2022-02-03 12:54:38.697 Case Resolved Stern Mon  Jan 31  3:45 PM (3 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Responded earlier today  no evidence of abuse observed  and dog appears to be in very good condition. MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,45-63 Keegan St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0803,45-63 Keegan St,2119.0,42.32973954589745,-71.07600055051697,0101000020E6100000B2BC6931DDC451C0EAE9CAE7342A4540,Constituent Call,Case Closed. Closed date : 2022-02-03 12:54:38.697 Case Resolved Stern Mon  Jan 31  3:45 PM (3 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Responded earlier today  no evidence of abuse observed  and dog appears to be in very good condition. MS 107  Animal Generic Request
