_id,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
78484,101003727719,2021-04-29 05:53:00,,2021-04-29 09:38:20,ONTIME,Closed,Case Closed. Closed date : 2021-04-29 13:38:20.16 Case Resolved Made contact with the dog owner  and issued her a citation for licensing x 2 dogs. Warned her regarding barking- dogs were heard once  then were quiet while I was on scene.  MS 107 ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,66 Montcalm Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2206,66 Montcalm Ave,2135.0,42.35309263825144,-71.14850566109797,0101000020E6100000F26BE31D81C951C0C8DFBA23322D4540,Constituent Call,Case Closed. Closed date : 2021-04-29 13:38:20.16 Case Resolved Made contact with the dog owner  and issued her a citation for licensing x 2 dogs. Warned her regarding barking- dogs were heard once  then were quiet while I was on scene.  MS 107  Animal Noise Disturbances
78795,101003728218,2021-04-29 12:11:00,,2021-04-30 07:22:55,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 11:22:55.947 Case Resolved I spoke with the residents at 2 Lamartine pl and they dont own a dog. They think complaint was for 3 Lamartine pl. the residents were not home there  a notice was left. Munroe110   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,2 Lamartine Pl  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,2 Lamartine Pl,2130.0,42.31372958860853,-71.10639065503348,0101000020E610000001FEBF1ACFC651C03B6E894A28284540,Constituent Call,Case Closed. Closed date : 2021-04-30 11:22:55.947 Case Resolved I spoke with the residents at 2 Lamartine pl and they dont own a dog. They think complaint was for 3 Lamartine pl. the residents were not home there  a notice was left. Munroe110    Animal Generic Request
78886,101003728360,2021-04-29 14:52:00,,2021-04-30 07:27:02,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 11:27:02.647 Case Resolved After arriving I spoke with resident and dog was returned to the owner. Munroe110   ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,34 King St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1604,34 King St,2122.0,42.29274986950799,-71.0595913460751,0101000020E610000019A13858D0C351C0F9B8E5D378254540,Constituent Call,Case Closed. Closed date : 2021-04-30 11:27:02.647 Case Resolved After arriving I spoke with resident and dog was returned to the owner. Munroe110    Animal Found
79024,101003728571,2021-04-30 04:04:00,,2021-04-30 07:15:15,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 11:15:15.703 Case Resolved AF Responded to the above location. There were No off leash dogs at this time. I will continue to patrol when Im in the area.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,240 Medford St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0204,240 Medford St,2129.0,42.38010952218508,-71.06107040485588,0101000020E610000002E7D793E8C351C07057C76DA7304540,Constituent Call,Case Closed. Closed date : 2021-04-30 11:15:15.703 Case Resolved AF Responded to the above location. There were No off leash dogs at this time. I will continue to patrol when Im in the area.   Animal Generic Request
79369,101003729101,2021-04-30 08:56:00,,2021-04-30 10:05:47,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 14:05:47.13 Case Resolved No dogs in field at this time. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,86 Boardman St  East Boston  MA  02128,1,09,1,A7,East Boston,1,01,0113,86 Boardman St,2128.0,42.388888447526746,-71.01082015247714,0101000020E6100000BB410247B1C051C0B5F5BD18C7314540,Constituent Call,Case Closed. Closed date : 2021-04-30 14:05:47.13 Case Resolved No dogs in field at this time. MS107  Animal Generic Request
79587,101003729435,2021-04-30 11:41:00,,2021-04-30 12:19:43,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 16:19:43.797 Case Resolved Made contact with the constituent via phone  and he stated the owner just retrieved the dog. MS 107 ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,28 Moreland St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1201,28 Moreland St,2119.0,42.32557955356578,-71.08124057183011,0101000020E610000098C7A70B33C551C0D9673F97AC294540,Constituent Call,Case Closed. Closed date : 2021-04-30 16:19:43.797 Case Resolved Made contact with the constituent via phone  and he stated the owner just retrieved the dog. MS 107  Animal Found
79588,101003729437,2021-04-30 11:43:00,,2021-04-30 12:25:19,ONTIME,Closed,Case Closed. Closed date : 2021-04-30 16:25:19.35 Case Resolved Patrolled area but was unable to locate dog. Munroe110  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Dedham Pkwy & Turtle Pond Pkwy  Hyde Park  MA  ,12,08,6,E18,Hyde Park,10,20,1823,INTERSECTION Dedham Pkwy & Turtle Pond Pkwy,,42.25846366558941,-71.14020778297929,0101000020E61000009BA2102AF9C851C095745F5615214540,Constituent Call,Case Closed. Closed date : 2021-04-30 16:25:19.35 Case Resolved Patrolled area but was unable to locate dog. Munroe110   Animal Generic Request
79794,101003729803,2021-04-30 15:16:00,,2021-05-03 04:22:19,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 08:22:19.887 Case Resolved AC&C states  this is a large apartment building I was unable to locate or hear a dog barking in the building. I spoke with caller and they didnt know what apartment the barking was coming from. Munroe110  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1742 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,1742 Commonwealth Ave,2135.0,42.34113881308927,-71.14908404017318,0101000020E61000008F39C9978AC951C0AECEC66FAA2B4540,Constituent Call,Case Closed. Closed date : 2021-05-03 08:22:19.887 Case Resolved AC&C states  this is a large apartment building I was unable to locate or hear a dog barking in the building. I spoke with caller and they didnt know what apartment the barking was coming from. Munroe110   Animal Generic Request
79997,101003730129,2021-05-01 06:13:00,,2021-05-03 04:43:54,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 08:43:54.84 Case Resolved AC&C responded to the above location. I had to go to the station. I picked up the dog & transported it to the shelter ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of L St & Marine Rd  South Boston  MA  ,6,05,2,C6,South Boston / South Boston Waterfront,5,7,0701,INTERSECTION L St & Marine Rd,,42.33065517801107,-71.03523378878285,0101000020E610000056A2384541C251C0C2E7ABE8522A4540,Constituent Call,Case Closed. Closed date : 2021-05-03 08:43:54.84 Case Resolved AC&C responded to the above location. I had to go to the station. I picked up the dog & transported it to the shelter  Animal Generic Request
80065,101003730234,2021-05-01 08:05:00,,2021-05-03 04:59:24,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 08:59:24.457 Case Resolved AC&C states  arrived at location and was unable to get in contact with dog owner at his home  or phone ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,34 Pleasant St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1308,34 Pleasant St,2125.0,42.31651952423934,-71.05911054198218,0101000020E6100000632A9577C8C351C0A49336B683284540,Constituent Call,Case Closed. Closed date : 2021-05-03 08:59:24.457 Case Resolved AC&C states  arrived at location and was unable to get in contact with dog owner at his home  or phone  Animal Generic Request
80301,101003730594,2021-05-01 14:22:00,,2021-05-03 05:14:17,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 09:14:17.697 Case Resolved AC&C states they arrived at location and contacted caller. She stated that she saw the dog but could not hold on to it. I was unable to locate the dog. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,6 Parmelee St  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,0802,6 Parmelee St,2118.0,42.33591954632104,-71.07662053851037,0101000020E6100000A7C6D459E7C451C09DC46469FF2A4540,Constituent Call,Case Closed. Closed date : 2021-05-03 09:14:17.697 Case Resolved AC&C states they arrived at location and contacted caller. She stated that she saw the dog but could not hold on to it. I was unable to locate the dog. Munroe   Animal Generic Request
80652,101003731102,2021-05-02 08:40:00,,2021-05-03 06:35:12,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 10:35:12.32 Case Resolved Owner found the dog.  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,14 Westford St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,14 Westford St,2134.0,42.36233961936856,-71.13504361019591,0101000020E6100000D054F48DA4C851C0D49D0725612E4540,Constituent Call,Case Closed. Closed date : 2021-05-03 10:35:12.32 Case Resolved Owner found the dog.   Animal Lost
80654,101003731107,2021-05-02 08:43:00,,2021-05-03 07:01:44,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 11:01:44.917 Case Resolved AC&C states  dog was brought to the Mspca. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,26 Taft St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1308,26 Taft St,2125.0,42.31724952335827,-71.05835053866903,0101000020E610000066D2E503BCC351C068BFE3A19B284540,Constituent Call,Case Closed. Closed date : 2021-05-03 11:01:44.917 Case Resolved AC&C states  dog was brought to the Mspca.  Animal Generic Request
80728,101003731221,2021-05-02 11:40:00,,2021-05-03 07:04:06,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 11:04:06.257 Case Resolved AC&C states  dog was gone when I arrived. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Doone Ave & Stow Rd  Mattapan  MA  ,8,07,4,B3,Greater Mattapan,9,18,1801,INTERSECTION Doone Ave & Stow Rd,,42.27822766060339,-71.08285310402273,0101000020E610000095091B774DC551C02C91C7F69C234540,Constituent Call,Case Closed. Closed date : 2021-05-03 11:04:06.257 Case Resolved AC&C states  dog was gone when I arrived.  Animal Generic Request
81702,101003732695,2021-05-03 12:50:40,,2021-05-03 12:55:36,ONTIME,Closed,Case Closed. Closed date : 2021-05-03 16:55:36.843 Case Resolved Dog found ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,1569 River St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1819,1569 River St,2136.0,42.24858964165031,-71.13205085628346,0101000020E61000005C496F8573C851C098810EC9D11F4540,Constituent Call,Case Closed. Closed date : 2021-05-03 16:55:36.843 Case Resolved Dog found  Animal Lost
82560,101003734017,2021-05-04 14:01:00,,2021-05-05 04:35:46,ONTIME,Closed,Case Closed. Closed date : 2021-05-05 08:35:46.373 Case Resolved AC&C states  no dog heard or observed in the yard. No contact with the resident was made due to a history of unfounded complaints  and no call back given for the constituent. MS107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,71 Mount Hope St  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,71 Mount Hope St,2131.0,42.28318960753075,-71.11647074584913,0101000020E61000003717B74174C751C0B1749B8E3F244540,Constituent Call,Case Closed. Closed date : 2021-05-05 08:35:46.373 Case Resolved AC&C states  no dog heard or observed in the yard. No contact with the resident was made due to a history of unfounded complaints  and no call back given for the constituent. MS107   Animal Generic Request
82561,101003734020,2021-05-04 14:03:00,,2021-05-05 04:25:10,ONTIME,Closed,Case Closed. Closed date : 2021-05-05 08:25:10.257 Case Invalid AC&C stated they issued a quarantine order to the dog owner. MS 107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,15 Chesbrough Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,15 Chesbrough Rd,2132.0,42.280079675216015,-71.16469086127466,0101000020E6100000FCC7894B8ACA51C0DEA99AA6D9234540,Constituent Call,Case Closed. Closed date : 2021-05-05 08:25:10.257 Case Invalid AC&C stated they issued a quarantine order to the dog owner. MS 107   Animal Generic Request
82666,101003734172,2021-05-04 17:12:00,,2021-05-05 05:08:36,ONTIME,Closed,Case Closed. Closed date : 2021-05-05 09:08:36.61 Case Resolved AC&C states  dog was transported to the animal shelter. Munroe110  ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,314 Summit Ave  Brighton  MA  02135,11,04,9,D14,Brighton,15,21,2110,314 Summit Ave,2135.0,42.34486290285755,-71.13984461333933,0101000020E61000001C34D236F3C851C03BB0B477242C4540,Constituent Call,Case Closed. Closed date : 2021-05-05 09:08:36.61 Case Resolved AC&C states  dog was transported to the animal shelter. Munroe110   Animal Found
82679,101003734188,2021-05-04 17:30:00,,2021-05-05 05:23:02,ONTIME,Closed,Case Closed. Closed date : 2021-05-05 09:23:02.767 Case Resolved AC&C states  they called this number and talked with jocoby and he told me that he didnt find a dog. Munroe110 ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,37 Plain St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1610,37 Plain St,2122.0,42.28760951259838,-71.0490205835713,0101000020E610000041D13A2723C351C074507563D0244540,Constituent Call,Case Closed. Closed date : 2021-05-05 09:23:02.767 Case Resolved AC&C states  they called this number and talked with jocoby and he told me that he didnt find a dog. Munroe110  Animal Found
84198,101003736522,2021-05-06 13:29:00,,2021-05-07 05:31:12,ONTIME,Closed,Case Closed. Closed date : 2021-05-07 09:31:12.56 Case Resolved AC&C states  no dog heard  no answer  posted a notice regarding barking and licensing. MS ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,211 W Fifth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,0603,211 W Fifth St,2127.0,42.33628951195743,-71.0507804791702,0101000020E6100000EB53C4FC3FC351C028ECE3880B2B4540,Constituent Call,Case Closed. Closed date : 2021-05-07 09:31:12.56 Case Resolved AC&C states  no dog heard  no answer  posted a notice regarding barking and licensing. MS  Animal Generic Request
84414,101003736842,2021-05-06 20:04:00,,2021-05-07 05:44:21,ONTIME,Closed,Case Closed. Closed date : 2021-05-07 09:44:21.23 Case Resolved AC&C states  spoke with caller  I put him in touch with owner of the dog.RTO ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,110 Gladstone St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0113,110 Gladstone St,2128.0,42.38915945048536,-71.00480025829442,0101000020E6100000C318BEA54EC051C0C96114FACF314540,Constituent Call,Case Closed. Closed date : 2021-05-07 09:44:21.23 Case Resolved AC&C states  spoke with caller  I put him in touch with owner of the dog.RTO  Animal Found
84477,101003736941,2021-05-07 03:34:00,,2021-05-07 05:48:45,ONTIME,Closed,Case Closed. Closed date : 2021-05-07 09:48:45.05 Case Resolved ACO responded and owner was located and issued a fine for leaving the dog in the car over night. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,INTERSECTION of Lexington St & Meridian St  East Boston  MA  ,1,09,1,A7,East Boston,1,1,0106,INTERSECTION Lexington St & Meridian St,,42.37711809624204,-71.03915209981014,0101000020E61000004610CF7781C251C0700BE16745304540,Constituent Call,Case Closed. Closed date : 2021-05-07 09:48:45.05 Case Resolved ACO responded and owner was located and issued a fine for leaving the dog in the car over night.  Animal Found
85373,101003738317,2021-05-08 06:33:00,,2021-05-10 06:52:39,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 10:52:39.64 Case Resolved AC&C states  responded to the above location. There were No dogs in the park when I arrived. I will continue to patrol when Im in the area.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Intervale St & Normandy St  Dorchester  MA  ,7,03,4,B2,Roxbury,13,14,1401,INTERSECTION Intervale St & Normandy St,,42.31096963816931,-71.07854270441513,0101000020E61000005AB3FAD706C551C03AFE64DACD274540,Constituent Call,Case Closed. Closed date : 2021-05-10 10:52:39.64 Case Resolved AC&C states  responded to the above location. There were No dogs in the park when I arrived. I will continue to patrol when Im in the area.   Animal Generic Request
85389,101003738344,2021-05-08 06:56:00,,2021-05-10 06:54:08,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 10:54:08.553 Case Resolved AC&C states responded to the above location. I searched the area. No dog was found. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,6 Elton St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1309,6 Elton St,2125.0,42.31402952142924,-71.05665054191762,0101000020E61000008F359829A0C351C031428E1E32284540,Constituent Call,Case Closed. Closed date : 2021-05-10 10:54:08.553 Case Resolved AC&C states responded to the above location. I searched the area. No dog was found.  Animal Found
85826,101003739020,2021-05-09 06:08:00,,2021-05-10 08:18:58,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 12:18:58.82 Case Resolved (DG /108) patrolled park and there were 4 leashed dogs  will continue to patrol   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Congreve St & South St  Roslindale  MA  ,9,06,6,E5,Roslindale,10,20,2004,INTERSECTION Congreve St & South St,,42.28799086017807,-71.13649548637274,0101000020E610000071819057BCC851C080016FE2DC244540,Constituent Call,Case Closed. Closed date : 2021-05-10 12:18:58.82 Case Resolved (DG /108) patrolled park and there were 4 leashed dogs  will continue to patrol    Animal Generic Request
85913,101003739149,2021-05-09 09:09:00,2021-05-11 04:30:00,2021-05-11 07:21:00,OVERDUE,Closed,Case Closed. Closed date : 2021-05-11 11:21:00.573 Case Referred to External Agency Sending along this email to advise that DCR staff have removed the dog carcass.  Bill Hickey DCR ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,INFO_Mass DCR,INFO,,,INTERSECTION of Wakefield Ave & Truman Pkwy  Hyde Park  MA  ,12,08,5,E18,Hyde Park,10,18,1817,INTERSECTION Wakefield Ave & Truman Pkwy,,42.24271138136581,-71.12642668362972,0101000020E610000002E2F15F17C851C0A4AAA22A111F4540,Constituent Call,Case Closed. Closed date : 2021-05-11 11:21:00.573 Case Referred to External Agency Sending along this email to advise that DCR staff have removed the dog carcass.  Bill Hickey DCR  Pick up Dead Animal
85941,101003739189,2021-05-09 09:52:00,,2021-05-11 05:12:03,ONTIME,Closed,Case Closed. Closed date : 2021-05-11 09:12:03.117 Case Noted All dogs observed on the trails were leashed today.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,75 VFW Pkwy  Roslindale  MA  02131,9,06,6,E5,Roslindale,12,20,2006,75 VFW Pkwy,2131.0,42.296261435140295,-71.1390057394818,0101000020E6100000F6415478E5C851C02E7F0BE5EB254540,Constituent Call,Case Closed. Closed date : 2021-05-11 09:12:03.117 Case Noted All dogs observed on the trails were leashed today.   Animal Generic Request
85994,101003739275,2021-05-09 11:51:00,,2021-05-10 08:13:14,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 12:13:14.667 Case Resolved Dog is being brought to the animal shelter  Jenner ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,25 Falcon St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0108,25 Falcon St,2128.0,42.38182649373939,-71.03874635081011,0101000020E61000006764F9D17AC251C0B3ADC7B0DF304540,Constituent Call,Case Closed. Closed date : 2021-05-10 12:13:14.667 Case Resolved Dog is being brought to the animal shelter  Jenner  Animal Found
85996,101003739278,2021-05-09 11:54:00,,2021-05-10 08:11:57,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 12:11:57.403 Case Resolved Dog was brought to the animal shelter   Jenner ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,11 Gayland St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1301,11 Gayland St,2125.0,42.31986954846551,-71.07679057449315,0101000020E6100000B4850323EAC451C0A4D2407CF1284540,Constituent Call,Case Closed. Closed date : 2021-05-10 12:11:57.403 Case Resolved Dog was brought to the animal shelter   Jenner  Animal Generic Request
86079,101003739396,2021-05-09 15:22:00,,2021-05-10 09:50:38,ONTIME,Closed,Case Closed. Closed date : 2021-05-10 13:50:38.99 Case Resolved Warned the dog owner  who denied that the dog barks enough to be considered a nuisance. No constituent call back. MS107  ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,44 Beaumont St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1608,44 Beaumont St,2124.0,42.28514952674704,-71.05911061198125,0101000020E61000009653E077C8C351C099EC99C77F244540,Constituent Call,Case Closed. Closed date : 2021-05-10 13:50:38.99 Case Resolved Warned the dog owner  who denied that the dog barks enough to be considered a nuisance. No constituent call back. MS107   Animal Noise Disturbances
86959,101003740827,2021-05-10 14:28:00,,2021-05-11 05:15:25,ONTIME,Closed,Case Closed. Closed date : 2021-05-11 09:15:25.767 Case Resolved AC&C officer states  they picked up the dog  and transported to the shelter. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,800 Boylston St  Boston  MA  02199,4,1C,2,D4,Back Bay,6,Ward 4,0402,800 Boylston St,2199.0,42.34715955277299,-71.08251052619477,0101000020E610000044E53ADA47C551C0B6D366B96F2C4540,Constituent Call,Case Closed. Closed date : 2021-05-11 09:15:25.767 Case Resolved AC&C officer states  they picked up the dog  and transported to the shelter.  Animal Found
86987,101003740870,2021-05-10 14:54:00,,2021-05-11 05:17:58,ONTIME,Closed,Case Closed. Closed date : 2021-05-11 09:17:58.543 Case Resolved AC&C officer states they picked up the dog  transporting to the shelter  made contact with the constituent.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,130 Dartmouth St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,0402,130 Dartmouth St,2116.0,42.34677954439578,-71.07610051264686,0101000020E6100000BC41AFD4DEC451C0030DA945632C4540,Constituent Call,Case Closed. Closed date : 2021-05-11 09:17:58.543 Case Resolved AC&C officer states they picked up the dog  transporting to the shelter  made contact with the constituent.   Animal Generic Request
87169,101003741146,2021-05-11 03:41:00,,2021-05-11 06:40:20,ONTIME,Closed,Case Closed. Closed date : 2021-05-11 10:40:20.593 Case Noted AC&C states  patrolled the area on 5/11/21  a person with 2 unleashed dogs walked away as I(dg/108) approached  will continue to patrol.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,255 Medford St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0202,255 Medford St,2129.0,42.3808369316472,-71.06103750228588,0101000020E61000006F09D709E8C351C05044BB43BF304540,Constituent Call,Case Closed. Closed date : 2021-05-11 10:40:20.593 Case Noted AC&C states  patrolled the area on 5/11/21  a person with 2 unleashed dogs walked away as I(dg/108) approached  will continue to patrol.   Animal Generic Request
87758,101003742010,2021-05-11 10:52:54,,2021-05-12 06:28:58,ONTIME,Closed,Case Closed. Closed date : 2021-05-12 10:28:58.357 Case Resolved 5/11/21 at 6:55 PM  no dogs were in the bullpen or ball field. Three dogs were in the park on leash. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,, , , , , , , , , ,,,,,,Employee Generated,Case Closed. Closed date : 2021-05-12 10:28:58.357 Case Resolved 5/11/21 at 6:55 PM  no dogs were in the bullpen or ball field. Three dogs were in the park on leash. MS107  Animal Generic Request
87868,101003742184,2021-05-11 12:28:00,,2021-05-11 13:17:55,ONTIME,Closed,Case Closed. Closed date : 2021-05-11 17:17:55.293 Case Resolved Dog was returned to its owner as I was arriving  Jenner ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,71 Linden St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,71 Linden St,2122.0,42.30568952798218,-71.06108057061182,0101000020E6100000B94C7BBEE8C351C0E2B49ED520274540,Constituent Call,Case Closed. Closed date : 2021-05-11 17:17:55.293 Case Resolved Dog was returned to its owner as I was arriving  Jenner  Animal Found
88019,101003742414,2021-05-11 15:33:00,,2021-05-12 08:40:55,ONTIME,Closed,Case Closed. Closed date : 2021-05-12 12:40:55.99 Case Resolved Dog was gone on arrival  patrolled area  all dogs leashed. MS107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,12 Southview St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1310,12 Southview St,2125.0,42.308239512072966,-71.04970053932851,0101000020E61000009CC02B4B2EC351C01DD86F6474274540,Constituent Call,Case Closed. Closed date : 2021-05-12 12:40:55.99 Case Resolved Dog was gone on arrival  patrolled area  all dogs leashed. MS107   Animal Generic Request
88052,101003742467,2021-05-11 16:34:00,,2021-05-12 05:31:29,ONTIME,Closed,Case Closed. Closed date : 2021-05-12 09:31:29.353 Case Noted Caller and officer were unable to locate raccoon. there was no contact or fight with a dog. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,86 Ardale St  Roslindale  MA  02131,9,06,6,E5,Roslindale,10,Ward 20,2001,86 Ardale St,2131.0,42.292299632713934,-71.1359907694168,0101000020E6100000FECCA012B4C851C0D09109136A254540,Constituent Call,Case Closed. Closed date : 2021-05-12 09:31:29.353 Case Noted Caller and officer were unable to locate raccoon. there was no contact or fight with a dog.  Animal Generic Request
88629,101003743373,2021-05-12 10:08:00,,2021-05-12 13:34:01,ONTIME,Closed,Case Closed. Closed date : 2021-05-12 17:34:01.55 Case Resolved Returned the dog to owner  and issued a citation. MS 107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,10 Homestead St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,10 Homestead St,2121.0,42.31378957167952,-71.09387062605055,0101000020E61000004C3CF1F901C651C03E18B6412A284540,Constituent Call,Case Closed. Closed date : 2021-05-12 17:34:01.55 Case Resolved Returned the dog to owner  and issued a citation. MS 107   Animal Generic Request
